Date,Week,Month,Quarter,Year,SKU_ID,Product_Name,Category,Warehouse,Region,Actual_Demand,Forecast_Demand,Forecast_Error_Pct,MAPE,Model_Used,Confidence_Interval_Low,Confidence_Interval_High,Inventory_On_Hand,Inventory_In_Transit,Safety_Stock,Reorder_Point,Days_Of_Supply,Stockout_Risk,Overstock_Risk,Unit_Cost,Selling_Price,Revenue_Forecast,Gross_Margin_Pct,Lead_Time_Days,Supplier,Supplier_Reliability_Pct,Elasticity,Promo_Planned,Promo_Lift_Pct,External_Factor,Trend_Direction,Seasonality_Index,ABC_Classification
2024-11-29,48,November,Q4,2024,SKU-1015,Home & Garden Item 015,Home & Garden,West Coast Hub,Middle East & Africa,3214,2391,25.6,12.79,LSTM,2032,2749,669,1032,1510,3866,6.2,High,Low,183.24,458.1,1095322.27,60.3,22,Supplier_12,87.0,-2.96,1,46.9,None,Stable,0.847,B
2022-11-19,46,November,Q4,2022,SKU-1022,Office Item 022,Office,APAC Fulfillment,Middle East & Africa,4097,3862,5.7,24.71,Prophet,3282,4441,6033,1874,1430,3068,44.2,Low,Medium,94.65,236.64,913891.06,43.6,12,Supplier_14,78.9,-2.8,0,33.0,Supply Shock,Stable,0.802,B
2023-11-18,46,November,Q4,2023,SKU-1025,Apparel Item 025,Apparel,East Coast Hub,Europe,3411,3378,1.0,10.58,Ensemble,2871,3884,3652,1336,1382,3201,32.1,Low,Low,37.41,93.52,315906.82,42.8,16,Supplier_06,93.0,-0.26,0,0,None,Upward,0.798,A
2024-06-27,26,June,Q2,2024,SKU-1003,Electronics Item 003,Electronics,APAC Fulfillment,Latin America,5725,5006,12.6,8.61,LSTM,4255,5756,1313,1429,5046,9626,6.9,High,Low,67.72,169.3,847518.71,20.5,24,Supplier_12,83.0,-2.6,0,0,Competitor Promo,Stable,1.018,B
2023-04-29,17,April,Q2,2023,SKU-1016,Apparel Item 016,Apparel,East Coast Hub,North America,5798,5246,9.5,2.27,Holt-Winters,4459,6032,2119,1916,3755,7620,11.0,High,Low,76.24,190.6,999898.7,25.3,20,Supplier_07,74.4,-0.08,1,0,Economic,Stable,1.266,C
2023-02-17,7,February,Q1,2023,SKU-1002,Healthcare Item 002,Healthcare,APAC Fulfillment,North America,3114,4251,36.5,18.41,ARIMA,3613,4888,5651,1010,645,1371,54.4,Low,High,177.24,443.1,1883639.35,22.1,7,Supplier_05,96.2,-1.98,1,0,None,Upward,1.221,A
2022-02-21,8,February,Q1,2022,SKU-1012,Healthcare Item 012,Healthcare,Central Depot,Europe,520,480,7.7,24.32,Prophet,408,552,4451,550,909,1533,256.8,Low,Medium,26.46,66.15,31753.52,58.6,36,Supplier_14,96.6,-1.61,0,0,Supply Shock,Downward,1.234,B
2024-09-25,39,September,Q3,2024,SKU-1029,Sports Item 029,Sports,APAC Fulfillment,Europe,2351,2929,24.6,5.72,XGBoost,2489,3368,5573,1973,3345,6244,71.1,Medium,Low,73.13,182.82,535487.62,29.4,37,Supplier_11,87.5,-0.31,0,58.8,Holiday,Upward,0.701,A
2023-04-09,14,April,Q2,2023,SKU-1002,Healthcare Item 002,Healthcare,West Coast Hub,Asia Pacific,5013,4915,2.0,10.19,LSTM,4177,5652,3004,1263,3058,6400,18.0,High,Low,30.14,75.36,370384.89,42.3,20,Supplier_09,93.0,-1.03,1,33.7,Weather,Upward,1.297,B
2023-04-17,16,April,Q2,2023,SKU-1029,Office Item 029,Office,APAC Fulfillment,Latin America,6052,6136,1.4,9.28,XGBoost,5215,7056,7624,1902,2496,4513,37.8,Low,Medium,57.51,143.77,882148.87,36.0,10,Supplier_12,76.3,-1.2,0,0,Holiday,Upward,1.289,B
2024-09-24,39,September,Q3,2024,SKU-1013,Healthcare Item 013,Healthcare,APAC Fulfillment,Middle East & Africa,1223,1200,1.9,18.74,Prophet,1020,1380,7,696,1055,2237,0.2,High,Low,169.28,423.2,507843.51,29.8,29,Supplier_09,75.5,-1.25,0,57.4,Holiday,Upward,0.701,A
2024-09-29,39,September,Q3,2024,SKU-1005,Apparel Item 005,Apparel,Central Depot,Latin America,2823,2936,4.0,16.42,XGBoost,2495,3376,2693,916,562,1032,28.6,Low,Medium,146.86,367.14,1077919.97,59.9,5,Supplier_03,89.3,-1.39,0,0,Holiday,Upward,0.7,C
2024-05-29,22,May,Q2,2024,SKU-1002,Apparel Item 002,Apparel,European DC,Middle East & Africa,5416,6628,22.4,9.65,Ensemble,5633,7622,7064,65,5329,8939,39.1,Medium,Low,146.75,366.87,2431613.51,55.2,20,Supplier_06,91.6,-2.77,0,0,Supply Shock,Stable,1.159,B
2023-05-10,19,May,Q2,2023,SKU-1011,Electronics Item 011,Electronics,West Coast Hub,Europe,1400,1792,28.0,5.8,Ensemble,1523,2060,7536,640,552,1532,161.5,Low,High,63.19,157.98,283092.16,36.0,21,Supplier_14,96.8,-2.33,0,0,Supply Shock,Upward,1.236,A
2023-04-02,13,April,Q2,2023,SKU-1010,Home & Garden Item 010,Home & Garden,APAC Fulfillment,Europe,6753,5433,19.5,24.03,Ensemble,4618,6247,2192,142,1251,3276,9.7,Medium,Low,127.61,319.01,1733200.19,31.2,9,Supplier_14,90.3,-2.78,0,0,None,Upward,1.3,B
2024-12-02,49,December,Q4,2024,SKU-1002,Food & Beverage Item 002,Food & Beverage,West Coast Hub,North America,2786,2483,10.9,15.59,LSTM,2110,2855,5453,1181,1606,4113,58.7,Low,Medium,134.88,337.19,837247.31,53.3,27,Supplier_12,98.0,-1.79,0,19.9,Supply Shock,Stable,0.861,B
2023-10-28,43,October,Q4,2023,SKU-1016,Home & Garden Item 016,Home & Garden,East Coast Hub,North America,2303,2808,21.9,7.12,ARIMA,2386,3229,7812,557,919,2147,101.8,Low,High,193.36,483.39,1357366.86,40.5,16,Supplier_07,89.4,-0.56,0,0,Supply Shock,Upward,0.732,B
2023-05-22,21,May,Q2,2023,SKU-1023,Electronics Item 023,Electronics,East Coast Hub,North America,7502,6706,10.6,4.06,Ensemble,5700,7711,1460,704,7883,17885,5.8,High,Low,162.26,405.65,2720300.29,26.0,40,Supplier_08,89.2,-1.49,1,24.6,Economic,Stable,1.193,B
2024-05-02,18,May,Q2,2024,SKU-1026,Healthcare Item 026,Healthcare,West Coast Hub,Latin America,4718,4804,1.8,18.19,ARIMA,4083,5524,3861,522,7841,14603,24.6,High,Low,127.81,319.52,1534981.68,30.6,43,Supplier_04,94.9,-1.95,0,0,Weather,Upward,1.256,A
2023-09-08,36,September,Q3,2023,SKU-1014,Healthcare Item 014,Healthcare,East Coast Hub,Europe,1312,1589,21.1,10.75,Ensemble,1350,1827,9456,463,141,272,216.2,Low,High,157.33,393.32,624981.59,36.8,3,Supplier_02,80.7,-2.11,0,0,Economic,Upward,0.723,A
2023-09-29,39,September,Q3,2023,SKU-1016,Healthcare Item 016,Healthcare,Central Depot,Latin America,1083,1247,15.1,19.12,Ensemble,1059,1434,4437,1688,1254,2878,122.9,Low,Medium,114.38,285.96,356590.11,41.0,45,Supplier_08,80.5,-1.71,0,0,Economic,Upward,0.7,A
2022-06-17,24,June,Q2,2022,SKU-1024,Automotive Item 024,Automotive,European DC,Europe,824,879,6.7,15.65,XGBoost,747,1010,1466,349,360,1046,53.4,Low,Medium,8.97,22.42,19710.85,21.0,25,Supplier_03,91.6,-1.62,0,0,Economic,Upward,1.074,B
2022-12-23,51,December,Q4,2022,SKU-1005,Electronics Item 005,Electronics,European DC,Latin America,2294,3058,33.3,18.73,LSTM,2599,3516,9812,432,3353,6258,128.3,Low,Low,199.38,498.45,1524254.18,33.0,38,Supplier_11,90.7,-0.12,0,0,Supply Shock,Downward,0.959,B
2023-04-08,14,April,Q2,2023,SKU-1010,Office Item 010,Office,APAC Fulfillment,Middle East & Africa,680,824,21.2,10.28,Holt-Winters,700,947,7640,1775,464,894,337.1,Low,High,102.22,255.56,210579.22,59.1,19,Supplier_06,96.3,-2.51,0,50.4,Economic,Downward,1.298,C
2023-11-29,48,November,Q4,2023,SKU-1003,Automotive Item 003,Automotive,West Coast Hub,Asia Pacific,1583,1232,22.2,7.41,Ensemble,1047,1416,4733,1049,995,1944,89.7,Low,Medium,186.2,465.49,573485.25,33.2,18,Supplier_13,81.7,-2.9,0,0,Economic,Stable,0.843,A
2024-01-13,2,January,Q1,2024,SKU-1023,Electronics Item 023,Electronics,APAC Fulfillment,North America,3752,3586,4.4,4.32,XGBoost,3048,4123,8140,1960,3600,6601,65.1,Low,Low,52.65,131.63,472023.61,20.8,24,Supplier_09,70.0,-1.72,0,0,Economic,Stable,1.067,B
2022-01-14,2,January,Q1,2022,SKU-1020,Automotive Item 020,Automotive,East Coast Hub,Asia Pacific,5133,4362,15.0,12.9,Holt-Winters,3707,5016,6372,1028,3160,7437,37.2,Low,Low,183.18,457.96,1997618.59,59.9,25,Supplier_10,86.0,-0.16,1,0,Economic,Upward,1.072,B
2022-07-20,29,July,Q3,2022,SKU-1026,Sports Item 026,Sports,East Coast Hub,North America,1603,1209,24.6,22.97,Prophet,1027,1390,4289,1813,2275,4572,80.3,Medium,Low,75.03,187.57,226777.64,61.3,43,Supplier_06,70.6,-1.11,1,0,Competitor Promo,Downward,0.906,A
2023-09-05,36,September,Q3,2023,SKU-1001,Home & Garden Item 001,Home & Garden,Central Depot,Latin America,3049,3341,9.6,2.61,XGBoost,2839,3842,9348,384,1980,5638,92.0,Low,Medium,62.42,156.06,521396.33,60.8,36,Supplier_11,86.8,-2.94,1,0,Competitor Promo,Upward,0.729,B
2022-09-12,37,September,Q3,2022,SKU-1013,Healthcare Item 013,Healthcare,Central Depot,Asia Pacific,3095,3087,0.3,16.67,Prophet,2623,3550,3115,852,2172,6195,30.2,Medium,Low,92.13,230.32,710986.03,65.0,39,Supplier_13,76.4,-2.76,0,0,Weather,Downward,0.715,A
2022-04-06,14,April,Q2,2022,SKU-1017,Apparel Item 017,Apparel,APAC Fulfillment,North America,991,721,27.2,22.43,LSTM,612,829,7721,1517,707,1202,233.7,Low,High,110.37,275.93,198942.18,42.5,15,Supplier_09,87.4,-0.53,0,44.6,None,Stable,1.299,A
2024-05-02,18,May,Q2,2024,SKU-1027,Healthcare Item 027,Healthcare,East Coast Hub,Middle East & Africa,6951,6940,0.2,14.49,Prophet,5899,7980,3215,1840,1730,3583,13.9,Medium,Low,186.46,466.16,3235158.76,44.0,8,Supplier_11,75.2,-2.58,0,0,Holiday,Upward,1.256,B
2022-04-22,16,April,Q2,2022,SKU-1011,Food & Beverage Item 011,Food & Beverage,European DC,Europe,1409,1267,10.1,13.85,XGBoost,1076,1457,8465,508,1966,3891,180.2,Low,Medium,192.76,481.9,610565.9,46.7,41,Supplier_14,76.2,-1.54,0,10.6,Economic,Upward,1.281,B
2024-12-03,49,December,Q4,2024,SKU-1009,Healthcare Item 009,Healthcare,APAC Fulfillment,Europe,683,771,12.9,10.73,Ensemble,655,886,578,1965,151,446,25.4,Low,Medium,168.63,421.57,325029.99,60.7,13,Supplier_07,71.8,-2.67,0,0,Economic,Downward,0.866,B
2024-01-15,3,January,Q1,2024,SKU-1011,Electronics Item 011,Electronics,East Coast Hub,Asia Pacific,2287,1911,16.4,5.66,LSTM,1624,2197,7642,283,2954,5012,100.2,Low,Low,142.0,354.99,678385.39,33.3,27,Supplier_04,81.9,-1.57,0,41.5,Supply Shock,Upward,1.077,A
2022-02-02,5,February,Q1,2022,SKU-1016,Electronics Item 016,Electronics,Central Depot,Middle East & Africa,424,383,9.7,12.96,Ensemble,325,440,4514,1213,357,950,319.4,Low,High,81.03,202.58,77589.68,36.2,42,Supplier_07,77.7,-1.88,1,0,Weather,Upward,1.161,B
2024-09-27,39,September,Q3,2024,SKU-1024,Apparel Item 024,Apparel,West Coast Hub,Latin America,77,68,11.7,6.55,XGBoost,57,78,6718,392,56,120,2617.4,Low,High,198.33,495.82,33715.43,58.2,25,Supplier_09,86.0,-2.78,0,0,Holiday,Upward,0.7,A
2023-05-29,22,May,Q2,2023,SKU-1005,Electronics Item 005,Electronics,West Coast Hub,Asia Pacific,4863,5220,7.3,17.41,XGBoost,4437,6002,460,1999,6396,10772,2.8,High,Low,94.59,236.47,1234382.09,54.1,27,Supplier_09,83.7,-2.11,0,0,None,Stable,1.164,C
2023-08-11,32,August,Q3,2023,SKU-1005,Apparel Item 005,Apparel,APAC Fulfillment,Asia Pacific,2414,2535,5.0,3.26,Holt-Winters,2154,2915,2433,1815,834,1397,30.2,Low,Low,99.32,248.29,629414.26,32.9,7,Supplier_14,83.7,-0.83,0,0,Competitor Promo,Upward,0.807,B
2022-05-24,21,May,Q2,2022,SKU-1020,Healthcare Item 020,Healthcare,West Coast Hub,Latin America,2961,3312,11.9,22.08,Holt-Winters,2815,3808,9284,1087,4626,8672,94.1,Low,Low,170.43,426.07,1411151.89,51.0,41,Supplier_03,83.1,-1.22,0,0,Supply Shock,Stable,1.185,A
2024-08-11,32,August,Q3,2024,SKU-1007,Sports Item 007,Sports,Central Depot,Europe,797,1098,37.8,22.94,Ensemble,933,1262,3633,737,615,1544,136.8,Low,High,97.41,243.53,267397.86,53.7,35,Supplier_08,71.7,-1.15,0,0,Economic,Stable,0.803,A
2023-08-27,34,August,Q3,2023,SKU-1012,Food & Beverage Item 012,Food & Beverage,East Coast Hub,Asia Pacific,2105,2264,7.6,4.92,Prophet,1924,2603,4086,1473,368,999,58.2,Low,High,115.26,288.15,652376.39,23.3,9,Supplier_14,88.1,-2.72,0,36.6,Weather,Upward,0.752,B
2024-12-14,50,December,Q4,2024,SKU-1013,Healthcare Item 013,Healthcare,West Coast Hub,Middle East & Africa,253,273,7.9,9.56,Prophet,232,313,3885,353,131,350,460.7,Low,High,49.51,123.78,33790.99,34.5,26,Supplier_05,86.7,-0.61,0,0,Weather,Upward,0.918,B
2024-04-03,14,April,Q2,2024,SKU-1017,Apparel Item 017,Apparel,East Coast Hub,Latin America,560,433,22.7,6.32,Ensemble,368,497,3515,202,188,430,188.3,Low,High,152.19,380.48,164749.46,33.2,13,Supplier_05,75.2,-2.33,0,0,Economic,Downward,1.3,B
2023-07-15,28,July,Q3,2023,SKU-1026,Automotive Item 026,Automotive,East Coast Hub,Latin America,3799,5064,33.3,9.79,XGBoost,4304,5823,3797,1722,3865,9436,30.0,High,Low,152.9,382.24,1935681.03,42.8,44,Supplier_07,80.7,-1.41,0,13.7,Competitor Promo,Stable,0.931,B
2022-07-10,27,July,Q3,2022,SKU-1025,Office Item 025,Office,East Coast Hub,Latin America,779,705,9.5,21.97,XGBoost,599,810,3550,1921,430,1209,136.7,Low,High,19.0,47.5,33490.83,41.8,30,Supplier_14,74.6,-0.1,0,0,Supply Shock,Stable,0.956,B
2023-02-15,7,February,Q1,2023,SKU-1003,Healthcare Item 003,Healthcare,Central Depot,Asia Pacific,4315,4493,4.1,21.68,ARIMA,3819,5166,1613,1062,6350,11815,11.2,High,Low,159.34,398.35,1789803.71,34.6,38,Supplier_04,85.0,-0.58,0,0,None,Stable,1.213,A
2022-02-08,6,February,Q1,2022,SKU-1024,Office Item 024,Office,APAC Fulfillment,Middle East & Africa,4376,4025,8.0,20.25,LSTM,3421,4628,611,674,6997,13269,4.2,High,Low,124.21,310.52,1249848.98,53.2,43,Supplier_12,72.3,-2.7,1,0,Supply Shock,Downward,1.187,B
2024-11-29,48,November,Q4,2024,SKU-1023,Apparel Item 023,Apparel,East Coast Hub,Latin America,2033,1849,9.1,22.27,LSTM,1571,2126,1972,966,2739,4772,29.1,High,Low,186.39,465.98,861597.88,22.2,30,Supplier_10,85.3,-1.71,1,37.3,Economic,Upward,0.847,B
2022-12-31,52,December,Q4,2022,SKU-1000,Sports Item 000,Sports,Central Depot,North America,6202,5691,8.2,3.52,XGBoost,4837,6544,8452,1941,5203,10578,40.9,Medium,Low,32.61,81.52,463915.79,61.4,26,Supplier_15,90.3,-1.0,0,0,None,Downward,1.0,B
2022-07-03,26,July,Q3,2022,SKU-1003,Apparel Item 003,Apparel,APAC Fulfillment,North America,494,498,0.8,14.87,XGBoost,423,572,8766,239,391,950,532.3,Low,High,100.07,250.19,124592.19,51.4,34,Supplier_10,96.0,-0.41,1,0,Supply Shock,Upward,0.992,B
2023-10-11,41,October,Q4,2023,SKU-1009,Electronics Item 009,Electronics,APAC Fulfillment,Europe,497,643,29.4,16.1,Holt-Winters,546,739,4705,783,275,506,284.0,Low,High,43.36,108.39,69696.66,46.5,14,Supplier_06,83.4,-0.1,0,0,Holiday,Upward,0.705,B
2023-08-22,34,August,Q3,2023,SKU-1011,Apparel Item 011,Apparel,European DC,Middle East & Africa,2345,2518,7.4,16.13,Prophet,2140,2895,1016,90,789,1883,13.0,Medium,Low,127.51,318.77,802652.97,29.1,14,Supplier_02,96.2,-0.81,1,12.6,Holiday,Downward,0.768,B
2023-01-12,2,January,Q1,2023,SKU-1023,Healthcare Item 023,Healthcare,European DC,Europe,893,783,12.3,4.73,ARIMA,665,900,9303,1483,523,1267,312.5,Low,High,72.51,181.28,141939.09,45.4,25,Supplier_14,80.4,-2.46,1,0,Weather,Upward,1.062,B
2024-03-23,12,March,Q1,2024,SKU-1014,Automotive Item 014,Automotive,East Coast Hub,Europe,8428,7639,9.4,12.51,Holt-Winters,6493,8784,9459,495,6818,16369,33.7,Medium,Low,75.31,188.27,1438193.25,41.3,34,Supplier_05,80.9,-0.63,0,48.4,None,Upward,1.297,A
2024-03-31,13,March,Q1,2024,SKU-1017,Home & Garden Item 017,Home & Garden,European DC,Latin America,4325,4755,9.9,5.43,XGBoost,4041,5468,845,277,4161,7044,5.9,High,Low,184.94,462.34,2198443.16,40.1,20,Supplier_10,92.2,-0.27,0,0,Weather,Stable,1.3,C
2024-12-07,49,December,Q4,2024,SKU-1024,Electronics Item 024,Electronics,West Coast Hub,Europe,268,239,10.8,15.3,Ensemble,203,274,8694,1882,349,679,973.2,Low,High,4.3,10.75,2569.83,58.9,37,Supplier_08,70.1,-1.32,1,0,Holiday,Stable,0.884,A
2023-09-07,36,September,Q3,2023,SKU-1021,Home & Garden Item 021,Home & Garden,West Coast Hub,North America,3659,3510,4.1,2.5,Prophet,2983,4036,2069,827,5499,10621,17.0,High,Low,185.0,462.5,1623370.36,41.2,42,Supplier_14,77.7,-2.89,0,27.0,Supply Shock,Downward,0.725,B
2022-10-29,43,October,Q4,2022,SKU-1015,Electronics Item 015,Electronics,Central Depot,Europe,3116,2733,12.3,2.67,LSTM,2323,3142,1998,214,2154,5997,19.2,High,Low,173.07,432.69,1182529.46,33.6,37,Supplier_09,92.7,-1.07,0,47.3,Economic,Stable,0.735,A
2022-09-28,39,September,Q3,2022,SKU-1029,Office Item 029,Office,APAC Fulfillment,North America,2539,2434,4.1,15.68,LSTM,2068,2799,6497,573,2646,5692,76.8,Low,Low,162.62,406.55,989546.4,42.8,36,Supplier_11,90.3,-2.1,1,0,Weather,Upward,0.7,A
2022-12-17,50,December,Q4,2022,SKU-1025,Healthcare Item 025,Healthcare,East Coast Hub,Latin America,4347,5279,21.4,8.73,LSTM,4487,6070,6677,741,4230,7128,46.1,Medium,Low,5.63,14.08,74309.71,56.7,20,Supplier_09,85.8,-0.6,0,30.4,Holiday,Upward,0.928,B
2023-12-08,49,December,Q4,2023,SKU-1000,Apparel Item 000,Apparel,East Coast Hub,North America,428,438,2.3,17.89,ARIMA,372,503,4431,934,190,332,310.6,Low,High,34.77,86.91,38068.71,37.9,10,Supplier_12,72.9,-1.25,1,0,Supply Shock,Upward,0.884,B
2023-01-06,1,January,Q1,2023,SKU-1002,Healthcare Item 002,Healthcare,Central Depot,North America,3091,3347,8.3,20.52,Ensemble,2844,3849,6220,267,880,2425,60.4,Low,High,34.67,86.67,290091.18,32.7,15,Supplier_04,75.3,-1.93,0,0,Economic,Stable,1.031,C
2024-03-10,10,March,Q1,2024,SKU-1009,Home & Garden Item 009,Home & Garden,European DC,Europe,7921,7569,4.4,20.49,Holt-Winters,6433,8704,8053,427,4683,8379,30.5,Medium,Low,142.76,356.91,2701466.18,23.1,14,Supplier_14,86.1,-1.53,1,25.4,Competitor Promo,Upward,1.28,A
2023-03-08,10,March,Q1,2023,SKU-1014,Food & Beverage Item 014,Food & Beverage,European DC,Europe,7045,6400,9.2,8.48,Prophet,5440,7359,1248,1746,9894,20461,5.3,High,Low,117.05,292.61,1872734.96,48.2,45,Supplier_05,74.2,-2.73,0,0,Supply Shock,Downward,1.274,A
2023-04-19,16,April,Q2,2023,SKU-1013,Healthcare Item 013,Healthcare,West Coast Hub,Middle East & Africa,6019,6360,5.7,8.72,LSTM,5406,7313,938,234,3062,6071,4.7,High,Low,5.96,14.9,94748.4,58.3,15,Supplier_04,91.1,-2.57,1,0,Supply Shock,Stable,1.286,C
2022-10-01,39,October,Q4,2022,SKU-1004,Home & Garden Item 004,Home & Garden,Central Depot,Middle East & Africa,1160,1298,11.9,22.83,Holt-Winters,1103,1492,4764,1170,300,532,123.2,Low,High,23.06,57.66,74843.59,36.2,6,Supplier_03,77.6,-2.2,0,54.8,Supply Shock,Downward,0.7,B
2024-05-28,22,May,Q2,2024,SKU-1009,Healthcare Item 009,Healthcare,East Coast Hub,Latin America,5566,6238,12.1,6.77,XGBoost,5302,7173,688,1912,949,2433,3.7,High,Low,163.51,408.78,2549969.69,62.7,8,Supplier_06,88.5,-1.16,1,0,None,Stable,1.164,B
2024-04-08,15,April,Q2,2024,SKU-1014,Automotive Item 014,Automotive,East Coast Hub,Europe,3053,3133,2.6,8.96,Ensemble,2663,3602,7228,211,2831,4764,71.0,Low,Low,77.92,194.79,610289.63,37.7,19,Supplier_10,92.2,-0.65,0,20.6,Economic,Upward,1.297,A
